alert_type,source_ip_risk,user_risk_score,failed_login_count_24h,geo_impossible_travel,asset_criticality,historical_false_positive_rate,priority
data_exfil,0.0943,0.1852,10,0,low,0.4356,low
malware,0.5188,0.41,0,0,high,0.7387,medium
suspicious_login,0.1844,0.1966,5,0,high,0.8762,high
data_exfil,0.0,0.1925,2,0,low,0.5932,low
malware,0.1142,0.2459,0,0,medium,0.8282,low
malware,0.0144,0.2597,2,0,medium,0.8137,medium
suspicious_login,0.6578,0.4424,3,0,medium,0.3204,medium
suspicious_login,0.2437,0.1212,2,0,medium,0.6546,low
brute_force,0.251,0.5148,7,0,low,0.7872,medium
data_exfil,0.7502,0.7245,7,0,low,0.5247,medium
data_exfil,0.4474,0.0957,0,0,low,0.6887,low
data_exfil,0.3419,0.2338,1,0,medium,0.3003,high
brute_force,0.4322,0.1094,2,1,low,0.2081,medium
brute_force,0.0,0.0,1,0,low,0.7619,low
brute_force,0.5306,0.6372,4,0,medium,0.7696,medium
suspicious_login,0.3457,0.4825,1,0,high,0.7683,high
malware,0.3321,0.4024,3,0,high,0.6475,medium
suspicious_login,0.2468,0.2831,2,1,high,0.774,medium
suspicious_login,0.3678,0.2054,10,0,medium,0.7787,medium
data_exfil,0.0937,0.098,8,1,high,0.7181,medium
malware,0.2598,0.3223,17,0,medium,0.8096,medium
data_exfil,0.18,0.4788,1,1,medium,0.7977,medium
brute_force,0.6793,0.4693,10,1,high,0.4645,high
other,0.0825,0.4835,2,0,low,0.7673,low
other,0.3247,0.0,6,0,medium,0.6452,medium
other,0.3228,0.5184,2,0,low,0.6043,low
brute_force,0.3995,0.3368,3,0,high,0.6865,high
suspicious_login,0.8908,0.4959,9,0,medium,0.7937,medium
malware,0.075,0.206,1,0,medium,0.7504,low
brute_force,0.1579,0.099,2,0,low,0.4621,low
malware,0.5533,0.4885,10,0,low,0.7408,medium
other,0.5355,0.3323,3,0,medium,0.5493,medium
suspicious_login,0.1103,0.5377,2,0,medium,0.5954,medium
data_exfil,0.5658,0.4984,2,0,medium,0.5754,medium
brute_force,0.4764,0.0972,3,0,high,0.6169,high
data_exfil,0.4009,0.589,5,0,medium,0.7513,medium
brute_force,0.0924,0.0,11,0,low,0.0902,low
brute_force,0.4836,0.5631,3,0,medium,0.102,medium
suspicious_login,0.2155,0.2557,2,0,low,0.6216,low
other,0.2863,0.1318,2,0,medium,0.834,low
suspicious_login,0.599,0.3361,6,0,low,0.4469,medium
malware,0.4714,0.0531,2,0,medium,0.9395,medium
brute_force,0.6303,0.3519,2,0,medium,0.8785,medium
brute_force,0.4399,0.3451,12,0,high,0.4327,medium
suspicious_login,0.2695,0.332,0,1,low,0.1948,low
suspicious_login,0.2275,0.5213,0,0,high,0.7648,high
other,0.3216,0.2055,10,0,medium,0.6043,medium
other,0.2115,0.207,2,0,low,0.7939,low
brute_force,0.2026,0.0,12,0,medium,0.8235,medium
brute_force,0.2102,0.1034,0,0,medium,0.295,medium
suspicious_login,0.2353,0.3726,3,0,medium,0.4463,medium
malware,0.6029,0.5162,0,0,high,0.7573,medium
brute_force,0.3869,0.0252,1,0,low,0.3799,low
suspicious_login,0.3922,0.1218,1,0,low,0.9226,low
malware,0.3974,0.0179,2,0,low,0.6299,low
suspicious_login,0.2463,0.5385,3,0,medium,0.667,medium
other,0.2083,0.1929,2,0,low,0.3493,low
brute_force,0.0355,0.1561,3,0,medium,0.4332,low
suspicious_login,0.2832,0.1388,0,0,low,0.6524,medium
other,0.0,0.0311,6,0,low,0.598,low
brute_force,0.2142,0.0478,11,0,medium,0.8458,medium
data_exfil,0.4658,0.6749,10,0,medium,0.7864,medium
data_exfil,0.0,0.0563,5,0,medium,0.5285,low
other,0.578,0.0,1,0,high,0.4543,high
other,0.225,0.2565,2,1,low,0.6547,medium
suspicious_login,0.1664,0.2193,0,0,low,0.5262,low
brute_force,0.3356,0.7089,6,0,medium,0.6242,high
brute_force,0.3254,0.3288,2,0,medium,0.636,medium
suspicious_login,0.1525,0.2845,2,0,low,0.7113,low
data_exfil,0.3782,0.2666,2,0,low,0.5078,low
other,0.2525,0.207,2,0,low,0.5453,low
other,0.1737,0.1268,7,0,medium,0.7146,medium
data_exfil,0.5401,0.5197,5,0,medium,0.5385,high
malware,0.1046,0.1434,8,0,low,0.5696,low
brute_force,0.4655,0.4252,1,0,low,0.3719,medium
brute_force,0.3621,0.5194,1,0,low,0.8461,low
malware,0.6547,0.8969,2,0,high,0.6737,high
data_exfil,0.1286,0.3099,3,0,medium,0.6101,medium
other,0.7013,0.8028,11,1,low,0.7634,medium
data_exfil,0.3682,0.5865,2,1,low,0.7729,medium
malware,0.215,0.3058,3,0,low,0.8752,low
other,0.5984,0.2651,2,0,low,0.8033,medium
brute_force,0.1947,0.1808,11,0,low,0.5333,low
data_exfil,0.3043,0.0467,2,0,medium,0.6304,medium
malware,0.5521,0.4548,2,0,high,0.7983,medium
data_exfil,0.9239,0.2923,0,0,medium,0.7248,medium
suspicious_login,0.3711,0.6119,2,0,medium,0.2672,medium
data_exfil,0.3094,0.2288,4,0,medium,0.7211,medium
suspicious_login,0.5627,0.5062,10,0,medium,0.265,medium
suspicious_login,0.3404,0.3191,1,1,medium,0.2708,medium
data_exfil,0.2514,0.0,11,0,medium,0.6678,medium
brute_force,0.4703,0.1114,2,0,high,0.2619,high
malware,0.3139,0.2689,3,0,medium,0.4247,medium
suspicious_login,0.1941,0.4005,0,0,medium,0.7502,low
other,0.2712,0.265,3,0,low,0.619,medium
malware,0.1296,0.3835,3,1,low,0.6355,medium
data_exfil,0.0,0.0,0,0,high,0.9354,medium
data_exfil,0.0,0.1997,13,0,medium,0.4363,medium
data_exfil,0.026,0.3696,1,0,high,0.7154,medium
other,0.4303,0.2684,0,0,low,0.6052,low
data_exfil,0.0083,0.088,2,0,medium,0.9057,low
brute_force,0.2635,0.0335,0,0,low,0.6038,low
suspicious_login,0.3315,0.4761,8,0,medium,0.6973,medium
data_exfil,0.3448,0.2084,1,0,low,0.7269,low
other,0.532,0.5115,6,0,high,0.8602,high
other,0.0,0.2643,2,0,high,0.5291,high
data_exfil,0.0591,0.2367,2,0,low,0.5305,low
data_exfil,0.3968,0.4358,5,0,high,0.5092,high
malware,0.2152,0.1317,1,0,medium,0.4745,low
suspicious_login,0.2764,0.2765,2,0,medium,0.4846,medium
other,0.0,0.1883,3,0,medium,0.7476,low
brute_force,0.0062,0.3476,4,1,low,0.1377,low
brute_force,0.3661,0.3843,1,0,medium,0.1999,medium
brute_force,0.277,0.5601,3,0,low,0.2404,low
other,0.2041,0.3074,4,1,low,0.6367,medium
suspicious_login,0.122,0.3235,0,1,medium,0.7051,medium
brute_force,0.451,0.2347,4,0,medium,0.6689,medium
brute_force,0.6283,0.6895,2,0,medium,0.6455,medium
data_exfil,0.3697,0.3692,3,0,medium,0.7125,high
other,0.8392,0.6765,4,0,low,0.3081,high
suspicious_login,0.095,0.2992,1,0,low,0.3748,low
suspicious_login,0.0992,0.1841,0,1,medium,0.4629,medium
malware,0.1277,0.3927,1,0,medium,0.5992,medium
suspicious_login,0.5689,0.2055,5,0,low,0.661,low
other,0.3629,0.1661,12,1,low,0.6827,medium
suspicious_login,0.0589,0.0,1,0,high,0.4635,medium
suspicious_login,0.4296,0.0715,3,0,medium,0.6401,medium
malware,0.0962,0.0133,9,0,medium,0.268,low
other,0.5962,0.3074,6,0,medium,0.8193,high
malware,0.401,0.2732,3,1,low,0.902,medium
brute_force,0.2574,0.6473,12,0,medium,0.4928,medium
malware,0.6364,0.1903,1,0,medium,0.5827,medium
suspicious_login,0.0,0.0858,0,0,low,0.8076,low
malware,0.5724,0.2657,2,0,medium,0.7231,medium
suspicious_login,0.0,0.3645,3,0,low,0.9063,low
suspicious_login,0.0,0.085,2,0,medium,0.7532,low
data_exfil,0.0545,0.3089,2,0,low,0.6887,medium
other,0.1558,0.4222,1,0,low,0.5359,low
brute_force,0.1084,0.3265,1,0,high,0.6916,medium
data_exfil,0.4349,0.4823,1,0,low,0.7525,low
other,0.6046,0.6276,2,0,medium,0.559,high
brute_force,0.0,0.3963,14,1,medium,0.7139,medium
data_exfil,0.2365,0.0,0,0,low,0.7642,low
data_exfil,0.5213,0.6073,2,0,high,0.5533,high
brute_force,0.6518,0.5839,11,0,medium,0.5805,medium
suspicious_login,0.7428,0.7102,5,0,medium,0.8473,medium
data_exfil,0.2721,0.5931,2,0,medium,0.4654,medium
suspicious_login,0.4308,0.6589,8,0,low,0.2525,low
brute_force,0.1136,0.0,2,0,high,0.3943,medium
data_exfil,0.5052,0.3584,4,0,medium,0.2964,medium
suspicious_login,0.753,0.5397,1,0,medium,0.8987,medium
other,0.2764,0.3542,2,1,low,0.843,medium
other,0.3505,0.5561,3,0,medium,0.6611,medium
suspicious_login,0.8023,0.2323,1,1,medium,0.5836,high
other,0.5302,0.7767,12,0,low,0.3584,medium
data_exfil,0.3765,0.35,7,0,low,0.7854,low
other,0.0,0.3532,6,0,low,0.3949,low
suspicious_login,0.0,0.0,3,0,high,0.5749,high
data_exfil,0.4141,0.2867,1,0,medium,0.3859,low
malware,0.3341,0.3489,6,0,low,0.2164,medium
suspicious_login,0.3889,0.3974,1,0,low,0.8463,low
data_exfil,0.2069,0.4279,2,0,low,0.5083,low
other,0.3399,0.3886,1,0,low,0.6108,low
other,0.3592,0.706,1,0,low,0.156,medium
malware,0.16,0.4758,11,0,high,0.6729,high
brute_force,0.4604,0.3033,0,0,low,0.6952,low
malware,0.0,0.0,0,1,medium,0.8909,medium
other,0.0,0.0,1,0,low,0.7435,low
malware,0.0357,0.1734,2,1,medium,0.4566,medium
suspicious_login,0.4456,0.2211,3,1,medium,0.7164,medium
data_exfil,0.0,0.0509,3,1,low,0.767,low
other,0.445,0.0279,0,0,low,0.5511,low
data_exfil,0.5124,0.2254,2,0,high,0.9138,high
data_exfil,0.0,0.0,0,0,low,0.369,medium
malware,0.1892,0.0,4,0,high,0.3638,high
other,0.2545,0.4078,19,0,low,0.4446,low
other,0.4945,0.3991,1,0,medium,0.5291,medium
suspicious_login,0.1801,0.0,2,0,low,0.4986,low
malware,0.5774,0.4456,0,1,medium,0.2749,medium
suspicious_login,0.5341,0.4851,2,0,low,0.145,low
brute_force,0.2044,0.2769,4,0,low,0.8938,medium
other,0.6165,0.2681,0,0,medium,0.9714,medium
data_exfil,0.1823,0.0,14,0,low,0.7558,medium
other,0.2111,0.12,1,0,medium,0.7256,medium
data_exfil,0.5323,0.4796,1,0,low,0.5807,low
suspicious_login,0.3411,0.0326,7,0,medium,0.6054,medium
malware,0.2625,0.4034,12,0,medium,0.579,medium
data_exfil,0.2418,0.4293,7,0,medium,0.4181,medium
data_exfil,0.7995,0.4973,13,0,low,0.6523,medium
suspicious_login,0.5244,0.1987,1,0,low,0.5514,low
other,0.474,0.4389,9,0,low,0.8504,medium
malware,0.1852,0.2393,4,1,low,0.336,medium
suspicious_login,0.0,0.0014,10,0,high,0.414,medium
malware,0.3718,0.3268,3,0,low,0.8426,low
data_exfil,0.0715,0.2639,1,0,medium,0.5639,medium
brute_force,0.5325,0.4258,10,0,medium,0.5772,medium
brute_force,0.2256,0.3027,9,0,low,0.4475,low
other,0.2112,0.0685,3,0,medium,0.2867,medium
suspicious_login,0.1865,0.4158,0,0,low,0.6468,low
other,0.2509,0.2076,2,0,medium,0.7257,low
other,0.0376,0.1716,1,1,low,0.8997,low
other,0.253,0.1068,13,1,high,0.6871,high
malware,0.3398,0.0815,0,0,high,0.5799,medium
brute_force,0.0,0.0,2,0,high,0.6098,medium
suspicious_login,0.2972,0.4344,5,0,medium,0.3613,high
other,0.3387,0.3249,3,0,medium,0.419,medium
brute_force,0.6748,0.6457,0,0,low,0.8058,medium
brute_force,0.203,0.4577,2,0,medium,0.779,low
suspicious_login,0.2564,0.3147,1,0,low,0.3849,low
suspicious_login,0.013,0.2295,16,1,high,0.6251,medium
suspicious_login,0.0,0.0,7,0,low,0.5169,low
malware,0.1612,0.0,12,0,low,0.8299,low
malware,0.6985,0.3124,3,0,low,0.6765,medium
other,0.1622,0.2007,0,0,medium,0.5189,medium
suspicious_login,0.5633,0.5584,4,0,high,0.7642,high
brute_force,0.5357,0.5589,13,0,medium,0.4699,high
data_exfil,0.7986,0.3674,1,0,low,0.7816,low
malware,0.3598,0.1358,1,1,medium,0.4215,medium
malware,0.5261,0.6589,1,0,medium,0.7926,medium
other,0.1764,0.0255,4,0,low,0.9473,low
malware,0.0,0.2539,1,0,high,0.1131,medium
malware,0.2081,0.2508,4,0,low,0.7817,low
malware,0.2534,0.1675,5,0,medium,0.6291,medium
suspicious_login,0.4275,0.3162,1,0,medium,0.8903,medium
suspicious_login,0.4097,0.4137,3,1,medium,0.1416,high
brute_force,0.0516,0.1714,5,0,low,0.4251,low
brute_force,0.4496,0.4415,0,0,medium,0.7483,medium
data_exfil,0.4606,0.1016,8,0,low,0.5854,low
other,0.1022,0.306,2,0,high,0.6745,high
other,0.2343,0.2437,10,0,low,0.7737,low
data_exfil,0.2085,0.041,0,0,medium,0.7243,low
malware,0.0,0.0959,2,0,high,0.6503,medium
malware,0.5207,0.123,8,1,low,0.6287,medium
data_exfil,0.7627,0.7593,4,0,low,0.9575,medium
malware,0.1534,0.2486,5,0,medium,0.5,low
other,0.1468,0.6968,5,0,medium,0.7456,medium
malware,0.2583,0.0903,2,0,low,0.7487,low
other,0.105,0.4337,5,0,low,0.3799,low
suspicious_login,0.3881,0.0542,1,1,high,0.4584,high
other,0.1858,0.377,2,0,low,0.3129,low
data_exfil,0.2756,0.3295,10,0,medium,0.4235,high
other,0.3094,0.3843,2,0,medium,0.7818,medium
malware,0.2762,0.1515,0,0,high,0.9119,medium
malware,0.4722,0.2958,3,1,medium,0.9713,medium
data_exfil,0.0,0.1313,3,0,low,0.5224,medium
malware,0.0004,0.0647,3,0,low,0.7006,low
other,0.6701,0.7048,1,0,high,0.8426,high
brute_force,0.2728,0.1099,1,1,medium,0.9216,medium
brute_force,0.329,0.5037,1,0,medium,0.1412,medium
malware,0.0,0.115,16,1,medium,0.3883,medium
brute_force,0.2426,0.2569,1,0,medium,0.2683,medium
data_exfil,0.1189,0.4429,1,0,medium,0.9001,medium
malware,0.5367,0.323,0,1,medium,0.7016,high
suspicious_login,0.0,0.1009,0,1,high,0.4363,medium
suspicious_login,0.0,0.0,2,1,low,0.8214,low
suspicious_login,0.3492,0.0807,8,0,medium,0.8554,medium
brute_force,0.4908,0.5934,4,0,high,0.2309,high
malware,0.0621,0.2157,13,0,low,0.4785,low
data_exfil,0.233,0.1359,2,0,low,0.5702,low
other,0.3724,0.4625,2,0,medium,0.8874,medium
data_exfil,0.0502,0.0719,2,0,high,0.3762,medium
brute_force,0.4649,0.381,3,0,low,0.5663,medium
brute_force,0.1449,0.2498,3,1,low,0.51,low
other,0.3278,0.241,3,0,low,0.6012,low
suspicious_login,0.3653,0.2452,10,1,medium,0.5857,medium
other,0.1117,0.0,3,0,medium,0.4193,medium
malware,0.3747,0.2898,0,0,high,0.8382,medium
malware,0.2771,0.4043,3,0,high,0.1695,high
suspicious_login,0.3023,0.6377,1,0,low,0.5905,low
other,0.243,0.0,9,0,medium,0.7272,medium
suspicious_login,0.0,0.0,11,0,low,0.7579,low
other,0.0498,0.0763,1,0,low,0.367,low
malware,0.1373,0.067,2,0,high,0.2024,medium
malware,0.3844,0.5795,11,0,medium,0.8351,medium
data_exfil,0.5976,0.5684,2,0,low,0.8389,low
brute_force,0.0,0.0,5,0,medium,0.3504,low
suspicious_login,0.6543,0.2547,4,0,high,0.6405,high
data_exfil,0.2639,0.2601,0,0,high,0.7648,medium
other,0.0,0.0661,9,0,medium,0.3117,medium
other,0.1796,0.3607,1,1,low,0.8635,low
brute_force,0.7526,0.3626,0,0,low,0.8302,low
other,0.2085,0.4029,18,0,low,0.8104,medium
malware,0.4803,0.389,8,0,low,0.6935,medium
malware,0.5323,0.4148,16,0,medium,0.4119,high
data_exfil,0.0,0.4291,4,0,medium,0.2424,medium
data_exfil,0.4042,0.2097,2,0,low,0.9127,low
data_exfil,0.1753,0.019,1,0,high,0.5567,medium
data_exfil,0.6874,0.415,12,0,low,0.6903,medium
brute_force,0.5578,0.4812,1,0,medium,0.2015,medium
other,0.0101,0.0326,1,0,medium,0.5242,medium
data_exfil,0.0258,0.0,9,0,low,0.7989,low
other,0.0,0.2964,1,0,medium,0.6051,medium
brute_force,0.5156,0.6895,18,0,medium,0.7204,medium
other,0.5112,0.2852,0,0,low,0.4768,low
malware,0.1578,0.0567,13,0,medium,0.7701,medium
malware,0.1957,0.5173,2,1,high,0.7118,high
malware,0.1757,0.0618,4,0,low,0.6627,low
malware,0.0944,0.2661,0,0,low,0.2276,low
suspicious_login,0.2124,0.0,1,0,medium,0.3772,low
data_exfil,0.5024,0.0388,14,0,low,0.6921,medium
malware,0.5756,0.4594,3,1,low,0.5148,medium
data_exfil,0.2608,0.3402,8,1,high,0.3004,high
data_exfil,0.3206,0.3353,0,0,low,0.6595,low
suspicious_login,0.4649,0.3347,4,0,low,0.4895,medium
other,0.7437,0.6239,5,0,low,0.7137,medium
suspicious_login,0.135,0.0808,4,1,low,0.7905,medium
brute_force,0.5473,0.1844,0,0,medium,0.83,medium
data_exfil,0.3204,0.0454,1,0,medium,0.7111,medium
malware,0.0765,0.0075,9,0,medium,0.7567,medium
other,0.4241,0.1093,4,0,high,0.9375,medium
malware,0.2419,0.0,0,0,low,0.6949,low
data_exfil,0.1305,0.1798,0,1,low,0.6175,low
suspicious_login,0.1652,0.1449,0,0,low,0.7634,low
data_exfil,0.33,0.1773,4,0,medium,0.852,medium
suspicious_login,0.0,0.0,1,0,low,0.3104,low
suspicious_login,0.1751,0.0337,3,0,medium,0.7664,medium
suspicious_login,0.2372,0.052,0,0,low,0.1663,low
data_exfil,0.0,0.0104,2,0,high,0.741,medium
data_exfil,0.0,0.5887,3,0,low,0.3725,low
data_exfil,0.4936,0.624,17,0,low,0.7145,medium
other,0.2251,0.4789,12,0,low,0.8753,low
data_exfil,0.0041,0.0791,1,0,low,0.5629,low
data_exfil,0.3059,0.4018,3,0,low,0.7453,low
brute_force,0.2851,0.6342,12,0,high,0.5527,high
suspicious_login,0.3131,0.1191,9,0,low,0.7321,low
suspicious_login,0.4053,0.543,11,0,medium,0.703,high
malware,0.3562,0.1162,3,1,medium,0.7834,medium
malware,0.1006,0.0538,1,0,low,0.8711,low
brute_force,0.5269,0.3938,2,1,low,0.339,medium
other,0.4603,0.4445,4,1,low,0.8195,medium
data_exfil,0.2293,0.0,14,0,high,0.9133,medium
data_exfil,0.2925,0.1117,1,0,medium,0.5299,low
suspicious_login,0.2553,0.0,15,0,medium,0.6196,medium
malware,0.5018,0.4085,0,0,high,0.7178,high
data_exfil,0.425,0.3165,2,0,low,0.3402,medium
data_exfil,0.0,0.0,3,0,medium,0.5121,medium
data_exfil,0.4298,0.3671,3,0,low,0.4707,low
data_exfil,0.0455,0.2751,2,0,medium,0.5273,low
malware,0.7091,0.2933,5,0,medium,0.5065,medium
other,0.3,0.3376,3,0,high,0.8621,medium
suspicious_login,0.4669,0.6031,3,1,low,0.16,medium
brute_force,0.4564,0.1882,2,0,low,0.7132,low
malware,0.2258,0.0,1,1,medium,0.7702,medium
malware,0.3299,0.0,13,1,low,0.4587,medium
brute_force,0.0265,0.0,8,0,low,0.6815,low
brute_force,0.2595,0.7275,5,0,medium,0.6056,high
data_exfil,0.4628,0.4167,2,0,medium,0.7959,medium
data_exfil,0.2448,0.1396,9,0,low,0.9092,medium
suspicious_login,0.5628,0.3629,4,0,medium,0.5156,medium
brute_force,0.0,0.0,6,0,medium,0.1862,medium
suspicious_login,0.4006,0.2244,9,1,high,0.5012,high
other,0.4653,0.3437,2,0,low,0.472,medium
data_exfil,0.3251,0.0,3,0,medium,0.3227,medium
data_exfil,0.1248,0.0207,2,1,medium,0.8207,medium
brute_force,0.0967,0.1934,0,0,medium,0.8918,low
other,0.5198,0.5782,4,0,medium,0.6655,medium
suspicious_login,0.5157,0.7051,1,0,medium,0.2008,medium
data_exfil,0.4317,0.529,1,0,high,0.3352,medium
suspicious_login,0.0,0.3109,14,0,low,0.5246,low
malware,0.4828,0.1435,16,1,low,0.4788,medium
malware,0.2584,0.2036,4,1,low,0.4704,medium
data_exfil,0.0381,0.3188,2,0,high,0.655,medium
data_exfil,0.0691,0.0,2,0,low,0.7425,low
suspicious_login,0.2982,0.4987,2,1,low,0.8103,medium
other,0.0233,0.0812,9,1,medium,0.7982,medium
malware,0.3906,0.2773,3,0,medium,0.7696,medium
malware,0.4589,0.2579,4,1,high,0.561,high
other,0.0,0.0,3,1,low,0.9704,low
other,0.3843,0.2492,6,0,medium,0.7993,high
suspicious_login,0.5442,0.0747,13,0,medium,0.4022,medium
malware,0.2837,0.1355,5,0,high,0.2708,high
suspicious_login,0.0,0.1104,2,0,low,0.772,low
suspicious_login,0.1385,0.3729,10,0,medium,0.8248,medium
data_exfil,0.0298,0.4815,2,0,medium,0.7878,medium
suspicious_login,0.5367,0.5681,9,1,low,0.3115,medium
suspicious_login,0.467,0.3434,11,1,medium,0.732,medium
suspicious_login,0.17,0.0095,4,0,low,0.6933,low
data_exfil,0.0,0.0,3,0,medium,0.5387,medium
brute_force,0.0551,0.0504,3,0,low,0.6631,low
suspicious_login,0.0982,0.0274,14,0,low,0.865,low
brute_force,0.1107,0.3793,1,1,medium,0.443,medium
suspicious_login,0.3267,0.2214,0,0,low,0.5718,low
malware,0.4719,0.4369,0,0,low,0.6742,low
malware,0.0,0.0,10,0,medium,0.7072,medium
suspicious_login,0.0,0.1574,4,1,medium,0.4,medium
brute_force,0.2962,0.0,3,0,low,0.8538,low
suspicious_login,0.4288,0.3986,5,0,medium,0.6025,medium
brute_force,0.1981,0.1967,2,1,low,0.8303,low
data_exfil,0.301,0.2565,7,0,high,0.3154,high
other,0.3624,0.5525,8,0,high,0.6336,medium
other,0.0908,0.4164,0,0,medium,0.5064,medium
data_exfil,0.1644,0.0716,13,0,low,0.5035,medium
brute_force,0.2745,0.6938,13,0,medium,0.6012,medium
malware,0.0,0.1435,4,0,low,0.2945,low
other,0.3419,0.3979,7,0,low,0.7562,low
data_exfil,0.4747,0.3237,0,0,low,0.2504,low
brute_force,0.6504,0.6702,10,0,medium,0.8061,medium
brute_force,0.2531,0.6411,1,0,medium,0.4605,low
other,0.4694,0.3277,9,0,high,0.2803,high
malware,0.4209,0.3103,9,0,low,0.9035,low
brute_force,0.0,0.1189,2,0,medium,0.4335,medium
data_exfil,0.7192,0.781,10,0,medium,0.6637,high
other,0.0,0.1287,3,0,low,0.645,low
suspicious_login,0.1268,0.3804,3,0,low,0.6417,low
other,0.2189,0.2684,10,0,medium,0.873,medium
other,0.083,0.3189,1,0,high,0.9158,medium
suspicious_login,0.3185,0.239,2,0,high,0.5132,medium
data_exfil,0.6339,0.2804,5,0,low,0.7483,low
data_exfil,0.0825,0.0594,2,0,low,0.1238,medium
data_exfil,0.0,0.0817,1,0,low,0.4366,low
data_exfil,0.113,0.2045,0,0,high,0.6701,medium
other,0.2012,0.446,2,0,low,0.7269,low
suspicious_login,0.4014,0.5013,2,0,medium,0.6295,medium
other,0.1755,0.0,12,1,medium,0.9675,medium
brute_force,0.0782,0.4739,3,0,medium,0.5638,medium
malware,0.4583,0.1263,2,0,medium,0.662,medium
data_exfil,0.4838,0.4388,0,0,high,0.8737,medium
malware,0.4109,0.5563,3,1,high,0.7672,high
other,0.4973,0.5432,5,0,high,0.2096,high
brute_force,0.4612,0.6331,14,0,medium,0.6712,medium
other,0.0572,0.0342,10,0,low,0.8837,low
brute_force,0.1847,0.0,6,0,low,0.7597,low
data_exfil,0.3559,0.233,9,0,medium,0.762,medium
suspicious_login,0.1004,0.2359,5,0,medium,0.5842,medium
other,0.1059,0.0,1,0,low,0.7553,low
other,0.0,0.2443,2,0,low,0.7434,low
data_exfil,0.2472,0.06,3,0,high,0.1889,high
other,0.0838,0.2413,9,0,medium,0.1768,low
suspicious_login,0.2928,0.7981,2,0,low,0.5608,medium
other,0.1981,0.0692,2,0,medium,0.4662,low
other,0.3589,0.1096,0,0,low,0.4182,low
malware,0.1693,0.0457,4,0,low,0.5626,medium
data_exfil,0.3506,0.3242,3,0,low,0.6237,medium
malware,0.0,0.0,0,0,high,0.7478,low
brute_force,0.323,0.4445,1,0,medium,0.7608,medium
other,0.0,0.0072,2,0,low,0.5439,low
other,0.2696,0.0,3,0,low,0.6121,medium
malware,0.4449,0.2079,14,0,low,0.8235,low
other,0.4473,0.3012,2,0,high,0.4343,high
other,0.007,0.0867,9,0,medium,0.7976,low
suspicious_login,0.1985,0.2944,2,1,medium,0.485,medium
other,0.2755,0.3662,9,0,low,0.6996,low
malware,0.2536,0.0,0,0,medium,0.6614,medium
suspicious_login,0.0245,0.2853,2,0,high,0.611,medium
other,0.5083,0.2943,1,0,medium,0.434,medium
other,0.8069,0.2736,2,1,low,0.9438,medium
other,0.2635,0.4435,8,0,low,0.5704,low
other,0.1272,0.2557,0,0,high,0.7348,medium
malware,0.0847,0.1407,4,0,high,0.9004,medium
malware,0.31,0.4179,10,0,medium,0.635,medium
brute_force,0.175,0.1494,1,0,medium,0.3492,medium
data_exfil,0.408,0.6805,4,0,medium,0.676,high
brute_force,0.0076,0.4359,3,0,medium,0.4922,medium
malware,0.6934,0.4291,3,0,medium,0.428,high
brute_force,0.1166,0.0,2,0,low,0.1401,low
other,0.4813,0.3751,5,1,low,0.707,medium
brute_force,0.0,0.0,2,0,low,0.5654,low
data_exfil,0.0,0.0,1,0,low,0.7931,low
other,0.1198,0.4298,0,0,medium,0.6995,medium
other,0.2732,0.0578,2,0,high,0.4529,medium
suspicious_login,0.1325,0.258,2,0,medium,0.6957,medium
brute_force,0.0919,0.1275,1,0,high,0.2816,high
suspicious_login,0.2489,0.1142,3,1,medium,0.7172,medium
suspicious_login,0.2616,0.1203,11,1,high,0.8636,high
data_exfil,0.3603,0.3562,1,0,medium,0.6698,medium
brute_force,0.3086,0.1534,10,0,medium,0.728,medium
suspicious_login,0.2837,0.3601,3,0,medium,0.5313,high
suspicious_login,0.641,0.3775,1,0,medium,0.7469,medium
brute_force,0.2744,0.2772,14,0,high,0.542,high
other,0.2563,0.4981,1,1,low,0.6032,medium
other,0.2015,0.2796,4,0,medium,0.7967,medium
malware,0.1342,0.0,3,0,medium,0.7688,medium
data_exfil,0.4582,0.2521,4,0,low,0.2162,low
suspicious_login,0.142,0.0,9,1,low,0.3814,medium
brute_force,0.1907,0.3485,2,0,low,0.6322,low
malware,0.4006,0.086,6,0,medium,0.2634,medium
malware,0.3612,0.3547,1,0,high,0.6046,medium
data_exfil,0.0335,0.0,4,0,high,0.7047,medium
brute_force,0.2472,0.1181,1,0,low,0.5778,low
